"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"153015439734214656","","","153002963185577984","19575586","2011-12-31 07:31:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @hackernewsbot: Facebook no longer supports IE7... http://t.co/Fx5hIqhV","http://thenextweb.com/facebook/2011/12/30/not-a-fan-of-timeline-on-facebook-use-ie7-facebook-stopped-supporting-it/"
"152975449104990208","","","","","2011-12-31 04:52:43 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yyc -&gt; yyj, last leg of yxu -&gt; yyj trip home! ?"
"152288923958251520","152286855675641857","39448955","","","2011-12-29 07:24:43 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@A_to_the_J_ i'm so sorry! don't breath."
"152106527031955456","","","","","2011-12-28 19:19:56 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","OH: ""I'm just being logic."""
"151782151803772928","","","151504628784185344","3621751","2011-12-27 21:50:59 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @abackstrom: How to Pronounce Hors d'oeuvres http://t.co/KeqlGTPz","http://www.youtube.com/watch?v=o1-ndsRPxbM&feature=share"
"151448040052502528","","","151381620740472832","15687937","2011-12-26 23:43:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @devongovett: Node.js modules you should know about: JSONStream http://t.co/KIOUXZGQ","http://j.mp/vpNcKZ"
"151362743239323648","","","151356590769963008","30923","2011-12-26 18:04:24 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @rands: Anytime? anytime? I'm sitting there waiting for my computer or phone to do something, I silently seethe with compounding inne ..."
"151128504677842944","151109218387234816","894911","","","2011-12-26 02:33:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@JimRoepcke I'll have to check that out. Just saw the movie and it was really good."
"151035779425107969","","","151018831291219968","197495418","2011-12-25 20:25:10 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DalaiLamaInBed: If developing qualities like love, compassion, generosity & patience is to be effective, we must practice them in ou ..."
"151035711443836928","","","150992453636329473","749863","2011-12-25 20:24:54 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @hotdogsladies: ""A crummy commercial?!? Son?of a?*BITCH!*""

Perfect."
"150756003670003712","150726551976165378","894911","","","2011-12-25 01:53:26 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@JimRoepcke I hear this is the form factor of the Nebula Nexus S III HD http://t.co/VEgnjVlH","http://www.youtube.com/watch?feature=player_detailpage&v=wZ9RNhJAgjE#t=30s"
"150725435280474112","","","","","2011-12-24 23:51:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I'm pretty sure Christmas is about world domination."
