"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"6187652541","","","","","2009-11-30 02:03:07 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Oldies but goodies. 50% OC on a ""Yorkfield"" Core 2 Quad: http://bit.ly/4vfLVO and 42% on a ""Wolfdale"" Core 2 Duo: http://bit.ly/77IqnN"
"6182566535","","","","","2009-11-29 22:50:20 +0000","web","Hope I find some time to look at #Node.js http://nodejs.org"
"6178054881","","","","","2009-11-29 19:54:01 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","I cannot fathom how they could not have seen that Dubai is and was a huge bubble for ~10 years now. Uncanny. http://bit.ly/5j1en0"
"6088139103","","","6084646173","1235521","2009-11-26 18:05:46 +0000","web","RT @timbray: Dear America: Happy Thanksgiving & bon appetit. Meanwhile, we're enjoying a quietly productive day at work. - The World"
"6055594178","","","","","2009-11-25 17:30:40 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","#Android and #iPhone apparently in a two-horse race for mobile systems: http://is.gd/53vXp"
"6015820098","","","","","2009-11-24 18:52:38 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Annoyed at sed's -i option always swallowing -e after it, silently creating a mess of backup files I didn't want. My fault but annoying!"
"5990838796","","","","","2009-11-23 23:10:34 +0000","web","#notjustme #dropbox #sync #fail"
"5982743197","5982310941","33858688","","","2009-11-23 17:54:20 +0000","web","@ehoppe I was just thinking about how much longer it takes to sync many small files than one larger file, we should zip most things #dropbox"
"5937405527","5937203718","14273142","","","2009-11-22 04:11:18 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@lunafiko the url bar gets be too. i much prefer chrome and firefox behaviour, not http://ha%20ha%20you%20suck or some nonsense #safari"
"5937350356","5937203718","14273142","","","2009-11-22 04:08:39 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@lunafiko that's funny! I probably look at your place all the time."
"5936800941","5935568982","14273142","","","2009-11-22 03:42:54 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@lunafiko picture from here: http://bit.ly/8xzRVQ ... my house: http://bit.ly/6Psa5v"
"5936722272","5935554718","14273142","","","2009-11-22 03:39:14 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@lunafiko it's the corner of lagoon rd and heatherbell in colwood by esquimalt lagoon. what's wrong with safari? i use chrome everywhere."
"5934722777","5934135024","14273142","","","2009-11-22 02:08:23 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@lunafiko nice shot!  it was a gorgeous day, and we needed it too."
"5918258896","","","","","2009-11-21 13:23:18 +0000","web","Been up hacking on mojo.el. No more switching to a shell to package/install/launch apps, just hit F5. #webOS #emacs http://is.gd/50l5y"
"5914321394","","","5907000124","817328","2009-11-21 08:13:47 +0000","web","RT @jonnay: Your momma is so fat, when you invoke her continuation, you blow the stack and the heap.  #schemeinsults"
"5908258481","","","","","2009-11-21 02:33:36 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Burnt out trying to debug a #webos back event propagation conundrum.  The commander chain is broken or I'm fucking insane."
"5908223784","","","","","2009-11-21 02:32:07 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","RT @avibryant: RT @MagLev: MagLev public Alpha is available: http://bit.ly/7jyman"
"5899812233","","","","","2009-11-20 20:42:33 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","At least #Dropbox can make me smile while it's being extremely slow and annoying:  http://twitpic.com/q9lu0"
"5897714892","","","","","2009-11-20 19:15:31 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","The commute can be annoying but damn this is a nice place to live.  http://yfrog.com/37j0pj"
"5885019444","","","","","2009-11-20 09:36:06 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","I had a bit of a chuckle at their message to remove ads for $3/mo ...  http://twitpic.com/q7mov  #flashblock rocks."
"5884979737","5884601643","33858688","","","2009-11-20 09:33:05 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@ehoppe #Grooveshark is pretty sweet! They have a pretty good Radio feature, like iTunes' genius.  Good so far anyway."
"5881979750","","","5879970896","33423","2009-11-20 06:02:49 +0000","web","RT @gruber: The torrent linked here worked for me. There's really not much to see. It's like Chrome for Windows without Windows. http:// ..."
"5881949774","","33858688","","","2009-11-20 06:01:07 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@ehoppe remind me tomorrow.  i need to punch a hole in the router so i can vnc and ssh to my hackintosh."
"5881610472","","","","","2009-11-20 05:41:37 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","% ldd libflashplayer.so | grep X11 #=&gt; libX11.so.6 ... so how does Google do Flash on #ChromiumOS? iirc they don't use X11."
"5879408208","","","","","2009-11-20 03:55:34 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Downloading from #dropbox at between 500kB/s and 1MB/s ... that's more like it!  http://twitpic.com/q6rhi"
"5860762799","5847707247","33858688","","","2009-11-19 15:55:18 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@ehoppe wow the telcos sound like bunch of kids in a schoolyard! ""No *my* network is faster!"""
"5847651914","","","","","2009-11-19 03:39:03 +0000","web","My name has been made of Might! What will thy name become? http://makememighty.ca/?n=785eaa80 #makememighty"
"5847214535","","","5845868189","34582340","2009-11-19 03:21:18 +0000","web","RT @appiphany: There is an app for that - #iPhone app that blows air with the speaker http://bit.ly/4A615o"
"5847202671","","","5845019882","16748247","2009-11-19 03:20:50 +0000","web","RT @sigfpe: You won't often see me post on how to build an e-commerce site: ""How not to sort by average rating"" http://tinyurl.com/djzhvz"
"5821437916","","","","","2009-11-18 08:18:37 +0000","web","Impressed by Komodo Edit + webOS plugin for Mojo devel.  Faster than Eclipse on my aging 2006 MacBook. Probably end up using Emacs anyhow."
