"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"119639756878516225","","","","","2011-09-30 05:08:35 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","You can feel pain without suffering."
"119598949773488129","119550983595503616","20079975","","","2011-09-30 02:26:26 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@polotek @kriskowal have a look at the deferred lib that @JimRoepcke and I ported from Twisted. You may like it. http://t.co/aKyROxIG","http://github.com/samsonjs/deferred-js"
"118705958544347136","118701969488617472","12510462","","","2011-09-27 15:18:00 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","@ischi Heh, sometimes I agree with people a little too aggressively. Sorry :)"
"118701826823561216","118699126232858624","12510462","","","2011-09-27 15:01:35 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","@ischi No service is perfect in every way. @Grooveshark is easily the best, available choice for many of us. To each his own though."
"118701259762053121","118699126232858624","12510462","","","2011-09-27 14:59:20 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","@ischi @Grooveshark isn't perfect but it's available in Canada and you find lots of rare live tracks and such. Plus, no audio ads."
"118696908289097729","","","","","2011-09-27 14:42:02 +0000","web","By the time @Spotify et al make it to most countries, those who stream music the most will already be using something like @Grooveshark."
"118695330379345920","118681182136303617","15687937","","","2011-09-27 14:35:46 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","@devongovett But I'm also not one of the whiners so maybe I don't count ;-)"
"118695257922748416","118681182136303617","15687937","","","2011-09-27 14:35:29 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","@devongovett I'm happier here in my ""fake Canadian world"" with neither Spotify nor Facebook anywhere in sight. &lt;3 @Grooveshark"
"118555636073115648","","","118527973358972928","136077128","2011-09-27 05:20:40 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","RT @kitcambridge: Excellent Ars Technica tutorial for scripting OS X apps with MacRuby: http://t.co/aujdDwWc","http://goo.gl/ypBZ3"
"118489911862104064","118489428812513280","39448955","","","2011-09-27 00:59:31 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Amanduh86 a house full of sickees eh? :( if you're up bored give me a call."
